time(s),channel_0
0.216,0.8536300770499728
0.217,0.8124336003570432
0.218,0.8892257886834138
0.219,1.223979450151976
0.22,0.9504453574796692
0.221,1.1587356135493923
0.222,1.5539917995355228
0.223,1.172214224490918
0.224,1.5952327346039197
0.225,1.3273462136540213
0.226,1.5259064550467192
0.227,1.431426010200457
0.228,1.4319584118456974
0.229,1.4421427877166741
0.23,1.4357511847824538
0.231,1.6123236867820983
0.232,1.4518377060195418
0.233,1.5742069593921109
0.234,1.2027273018676623
0.23500000000000001,1.1064976694100548
0.23600000000000002,1.3074977370598628
0.23700000000000002,1.3389759257833216
0.23800000000000002,1.1720895354029728
0.23900000000000002,1.2572573514677585
0.24,1.253773822412561
0.241,1.3128720690699638
0.242,1.5815279424309332
0.243,1.7632078692754902
0.244,1.9096778961604524
0.245,1.8166028999128923
0.246,2.34704637693143
0.247,2.349042643106779
0.248,2.71265312813475
0.249,2.752446605934136
0.25,2.810521406225912
0.251,3.197954799257998
0.252,3.0479327235476434
0.253,3.3832258965749156
0.254,3.3442462708021328
0.255,3.1147781516218336
0.256,2.914652995222606
0.257,2.8427162432295323
0.258,2.4082278232386765
0.259,2.5142550399816246
0.26,2.355582643581235
0.261,2.0309028896767667
0.262,1.5481738126280562
0.263,1.6807257597903735
0.264,1.5104316975277048
0.265,1.044757872739926
0.266,1.0853960633815496
0.267,1.2711133965272792
0.268,1.0967176246746237
0.269,1.4563129095222593
0.27,1.7291116157809878
0.271,1.5059995578158532
0.272,1.8741927501041329
0.273,1.6344253845029557
0.274,1.869007732983369
0.275,2.230092425249392
0.276,2.086823655295868
0.277,2.03152419057798
0.278,2.10741213531061
0.279,1.6008117681353693
0.28,1.346332557049182
0.281,1.230680399918178
0.28200000000000003,1.1779328773754436
0.28300000000000003,0.9432103220915693
0.28400000000000003,0.885067098767109
0.28500000000000003,0.7289599484715481
0.28600000000000003,0.25713655550984915
0.28700000000000003,0.2673636678789109
0.28800000000000003,0.21080875453131676
0.289,0.03483066248661704
0.29,0.07539959859517048
0.291,0.5794419008196956
0.292,0.479933155242836
0.293,0.8922128848153518
0.294,0.9562824670130945
0.295,1.0375335446304204
0.296,1.2770625709940726
0.297,1.53475712037147
0.298,1.9485938393679572
0.299,1.6828156155870262
0.3,1.787808227069795
0.301,2.08616051530098
0.302,2.1395406485483255
0.303,2.1083724214376405
0.304,1.8948208193271165
0.305,1.7173495622181134
0.306,1.8094163052343082
0.307,1.459422327155248
0.308,1.2327331073862657
0.309,0.9642760311588285
0.31,0.8085358859040563
0.311,0.7057039933627904
0.312,0.910275648374131
0.313,0.8481653197806396
0.314,0.5999243440004135
0.315,0.8004163571961178
0.316,0.5458875327593895
0.317,1.0047469978276218
0.318,0.7013221085074814
0.319,0.8251608724202051
0.32,1.0784604094537729
0.321,1.340886154162161
0.322,1.4863812689984
0.323,1.2632015185178649
0.324,1.2828904121916092
0.325,1.7092178302632237
0.326,1.6392155925781005
0.327,1.7877899106753756
0.328,1.8615396511017361
0.329,1.6269260123285925
0.33,1.5808935657148315
0.331,1.5979701247720524
0.332,1.5323005490617678
0.333,1.410941802707007
0.334,1.2362704719571533
0.335,1.2821478056247475
0.336,1.4140113794698055
0.337,1.3951038641350462
0.338,1.0904588975534628
0.339,1.3044197836010023
0.34,1.268761878528938
0.341,1.1482480100604606
0.342,1.1769343934086076
0.343,1.317562092786135
0.34400000000000003,1.546298109232855
0.34500000000000003,1.7994758910824864
0.34600000000000003,2.3227799826384574
0.34700000000000003,2.2742234619106823
0.34800000000000003,2.738437997468056
0.34900000000000003,2.7984591284630866
0.35000000000000003,2.7843278452085904
0.35100000000000003,3.2339633154469047
0.352,3.388282209843135
0.353,3.429072999176514
0.354,3.2844130248048162
0.355,3.199130481052813
0.356,2.9947585047532828
0.357,2.731884462731016
0.358,2.8306998031482657
0.359,2.1429244487495787
0.36,2.3215088913301303
0.361,1.7729704821077392
0.362,1.7157441925918189
0.363,1.5035286872830538
0.364,1.383612595116827
0.365,1.3365009765438927
0.366,1.062518990884386
0.367,1.1122597743300215
0.368,1.1021934795571222
0.369,1.132244642633712
0.37,1.7026440630994266
0.371,1.5365006304961617
0.372,1.5485186724775055
0.373,1.8003252985006113
0.374,1.8947795092429651
0.375,2.0905278736955895
0.376,1.8908105993215578
0.377,2.0613403743988767
0.378,1.6925662364747183
0.379,1.8004034365704893
0.38,1.390853717370209
0.381,1.4097715655830876
0.382,1.1768728323187652
0.383,0.8434163880726253
0.384,0.712686021481594
0.385,0.3185750528138782
0.386,0.4501600518339289
0.387,0.04897262689271015
0.388,0.25090679684278844
0.389,0.2583350347914553
0.39,0.1007675997171596
0.391,0.6594775307266165
0.392,0.646606068415299
0.393,0.869344224439757
0.394,0.9769912679821113
0.395,1.3180021561634165
0.396,1.2713353014511373
0.397,1.7016405923788356
0.398,1.8300631231070645
0.399,2.1535718576755323
0.4,2.161600360161697
0.401,2.095815519164407
0.402,2.0238127840077285
0.403,2.1141927341775317
0.404,2.0610920776576673
0.405,1.997166788104924
0.406,1.8026190589941724
0.40700000000000003,1.24731884976228
0.40800000000000003,1.4584515988996212
0.40900000000000003,1.178804794381469
0.41000000000000003,1.2210105859568778
0.41100000000000003,0.8895092433041814
0.41200000000000003,0.839283708239784
0.41300000000000003,0.9616799352980239
0.41400000000000003,0.7564922811951396
0.41500000000000004,0.573742997263427
0.41600000000000004,0.8518736249745935
0.417,0.5752103596635346
0.418,0.8365644625166917
0.419,1.1449752349271782
0.42,1.1328341199370326
0.421,1.028803796725462
0.422,1.2240863913356246
0.423,1.6338948692084472
0.424,1.2597618390567629
0.425,1.7038471952895882
0.426,1.4561575219228362
0.427,1.5014909134929848
0.428,1.7278142411334267
0.429,1.4584856023950663
0.43,1.5416203660132732
0.431,1.5013478133179015
0.432,1.5621238759859286
0.433,1.4146664139468494
0.434,1.3241237590105501
0.435,1.2734822145921856
0.436,1.3546908443897705
0.437,1.3120240034545836
0.438,0.9664118106562204
0.439,1.4017739358636767
0.44,0.9851016725290689
0.441,1.5311713309171398
0.442,1.213055693303794
0.443,1.334294788667158
0.444,1.8368919541700797
0.445,2.1698594586546074
0.446,2.2643440797392147
0.447,2.463018209221016
0.448,2.4147434372647685
0.449,2.6362988067789077
0.45,2.79346131778144
0.451,2.8901817799193297
0.452,3.413549387205234
0.453,3.2124942483008674
0.454,3.157633864323368
0.455,3.017022747563461
0.456,2.9682386190942647
0.457,2.619076340402367
0.458,2.4149261612050092
0.459,2.5177891257657654
0.46,1.9783106778571802
0.461,1.6842761487389497
0.462,1.622134980345749
0.463,1.6937972602472091
0.464,1.3206958400522832
0.465,1.396069316719795
0.466,1.4674146123658491
0.467,0.9863020976230663
0.468,1.0820732650202767
0.46900000000000003,1.4644638930833185
0.47000000000000003,1.6783482962516327
0.47100000000000003,1.6093617272963567
0.47200000000000003,1.5288703655224551
0.47300000000000003,1.6553804828448235
0.47400000000000003,1.7558438589875072
0.47500000000000003,1.8584454688592513
0.47600000000000003,2.2072471373337983
0.47700000000000004,2.2022111386129986
0.47800000000000004,1.711137863568948
0.47900000000000004,1.9393355490789876
0.48,1.7160001062537114
0.481,1.4787301190789224
0.482,1.345193673543275
0.483,0.8107382055965291
0.484,0.7444904855882808
0.485,0.4709085153373187
0.486,0.4800450040690198
0.487,0.19012437408839739
0.488,0.2512332168783897
0.489,0.1591107337220261
0.49,0.34669746347684155
0.491,0.26512260967883494
0.492,0.6265510281545286
0.493,0.776197816597074
0.494,0.8093642778916614
0.495,1.2377116931609513
0.496,1.2810470352344001
0.497,1.7129299337125523
0.498,1.8250648642023992
0.499,1.7926918591540892
0.5,2.0210494835259265
0.501,1.9606563095177731
0.502,2.2194315749318276
0.503,1.9686551090504874
0.504,1.705016550873625
0.505,1.9843172440259118
0.506,1.8174753799092664
0.507,1.3755054878856536
0.508,1.201557573221951
0.509,0.9511017843524097
0.51,0.9371327556501952
0.511,0.6861499073840125
0.512,1.0410165790759223
0.513,0.8664060871869239
0.514,0.7551668611374339
0.515,0.6600580210580307
0.516,0.5909090917457784
0.517,0.7847660375368842
0.518,0.7861997220461692
0.519,1.221151805943153
0.52,0.8938374916352929
0.521,1.1564093206730472
0.522,1.0633472341467873
0.523,1.4420377609324513
0.524,1.532874361740777
0.525,1.3833325623752821
0.526,1.7015748750241566
0.527,1.4660993429966904
0.528,1.6561318782992223
0.529,1.5708206056297154
0.53,1.475670425389006
0.531,1.366621608048241
0.532,1.2922867247612504
0.533,1.184949140318591
0.534,1.3002808644319543
0.535,1.3968240057435897
0.536,1.3770049989218243
0.537,1.2204697968347313
0.538,1.0825054368040183
0.539,1.2450026655319553
0.54,1.1081005567833409
0.541,1.3965824189356093
0.542,1.6085724425208303
0.543,1.3507779300702352
0.544,1.8173627091970828
0.545,1.8678060291912606
0.546,2.289414065919227
0.547,2.6039803936361725
0.548,2.459777057578208
0.549,2.5747528317918595
0.55,3.036504308436874
0.551,2.889333593556352
0.552,3.2615855205820456
0.553,3.261174375723984
0.554,2.941995036059265
0.555,3.0490689304937155
0.556,2.9512362494125863
0.557,2.5578438536424324
0.558,2.5263114664572544
0.559,2.392903404523864
0.56,1.877107324449754
0.561,1.7224276607544708
0.562,1.8775721400665986
0.5630000000000001,1.424812212526739
0.5640000000000001,1.2612509486645849
0.5650000000000001,1.30399564976124
0.5660000000000001,1.2308642223213004
0.5670000000000001,1.417498556851375
0.5680000000000001,1.1641463831057364
0.5690000000000001,1.267002585727961
0.5700000000000001,1.3872096244207597
0.5710000000000001,1.413625701261162
0.5720000000000001,1.641247219614174
0.5730000000000001,1.975614196690696
0.5740000000000001,1.873679226079883
0.5750000000000001,1.9008501074950575
0.5760000000000001,2.2467389377220726
0.577,2.2303394630781828
0.578,1.8119957552754313
0.579,1.7475328411370468
0.58,1.7522457950312411
0.581,1.185346884992008
0.582,1.1710542993128783
0.583,1.112217612317481
0.584,0.8698829926892921
0.585,0.7072419676266004
0.586,0.17643352759740966
0.587,0.3893911410913258
0.588,0.48164681640392343
0.589,0.35794570223176897
0.59,0.2753559876668738
0.591,0.2880793555692353
0.592,0.8202878793066283
0.593,0.7363484711268584
0.594,1.1040445715871072
0.595,1.3020313127659053
0.596,1.6018702821449429
0.597,1.8482196998613456
0.598,1.7809093090347863
0.599,1.7303609623526315
0.6,2.046597940091685
0.601,2.2930488377596525
0.602,2.013092651236224
0.603,2.1539841871532817
0.604,1.8735987370383433
0.605,1.9387883509664525
0.606,1.504235488537727
0.607,1.4378296235141432
0.608,1.4375257579042429
0.609,1.2365733006923456
0.61,1.162888260246941
0.611,1.1383404308853067
0.612,0.7569257510830452
0.613,0.9556481470638535
0.614,0.582577508885487
0.615,0.5117838561096453
0.616,0.6310287776628922
0.617,0.9583866413672266
0.618,0.8345563543499919
0.619,1.0313748546367236
0.62,0.9656224815679834
0.621,1.1721888378370497
0.622,1.1493851477311905
0.623,1.3445685300521917
0.624,1.676536172926323
0.625,1.7427572693644284
0.626,1.8355053667866932
0.627,1.5975324740987256
0.628,1.892671236425266
0.629,1.6277416012561927
0.63,1.789677121944493
0.631,1.502920157155073
0.632,1.3925277718368128
0.633,1.4799893761728382
0.634,1.4375139299934288
0.635,1.3826447238152468
0.636,1.2538052213432553
0.637,1.3390492368157534
0.638,1.2175150117489675
0.639,1.0402900919220386
0.64,1.380455237468997
0.641,1.123675911439348
0.642,1.42018340455119
0.643,1.4967951484671995
0.644,1.7946668379178763
0.645,1.9636627851522162
0.646,2.14021561179744
0.647,2.5446999671763386
0.648,2.548404869865071
0.649,2.8558778620489367
0.65,2.9654579424871996
0.651,3.095389791356765
0.652,3.2320678649910857
0.653,3.4552463036563665
0.654,3.05616988578116
0.655,3.2213889612608666
0.656,3.186504557159814
0.657,2.839481885709791
0.658,2.779789591824239
0.659,2.4561493959386516
0.66,2.0483788756610615
0.661,2.051354712986181
0.662,1.5470487521757785
0.663,1.707942387477374
0.664,1.565798643357903
0.665,1.3276826665475607
0.666,1.2258934698742001
0.667,1.126196432825449
0.668,1.2535052002299774
0.669,1.4756643490101307
0.67,1.3778716558820676
0.671,1.4675456427729057
0.672,1.6520048296994223
0.673,1.8977791090957914
0.674,1.9340028933732092
0.675,2.009125311817214
0.676,2.012185906539572
0.677,2.1202135223358516
0.678,1.8383877397636215
0.679,1.8942396516741526
0.68,1.7681550964166348
0.681,1.2123695327365192
0.682,1.2246742280347522
0.683,0.9519151053480892
0.684,0.9794543154434303
0.685,0.3406544367408443
0.686,0.5063935024977508
0.687,0.1853064556851548
0.6880000000000001,0.4974707131973019
0.6890000000000001,0.18483593091788125
0.6900000000000001,0.11474545882667941
0.6910000000000001,0.6761842496099673
0.6920000000000001,0.581898036781316
0.6930000000000001,0.7744263927872861
0.6940000000000001,1.0088772141566336
0.6950000000000001,1.4374027719579983
0.6960000000000001,1.4261536567266027
0.6970000000000001,1.3929147017929546
0.6980000000000001,2.0137439270946746
0.6990000000000001,2.0501427008496105
0.7000000000000001,2.128460986777421
0.7010000000000001,1.8558009000373854
0.7020000000000001,2.178936581984126
0.7030000000000001,2.098906491216078
0.704,2.1162430105343595
0.705,1.788056882554141
0.706,1.7454862398249127
0.707,1.6678647116951346
0.708,1.2873810954737746
0.709,1.1614804431631245
0.71,0.8394328199288175
0.711,0.7552364515809379
0.712,0.8687926853671782
0.713,0.6568362504924042
0.714,0.5696789449449069
0.715,0.73169948126989
0.716,0.9866527597827905
0.717,0.6845770629338205
0.718,1.0160596557264876
0.719,1.1214686469960609
0.72,1.2277996535720368
0.721,1.41515944526209
0.722,1.2205633741904096
0.723,1.4974797380207214
0.724,1.3304794723453015
0.725,1.669547403608339
0.726,1.6101272843864514
0.727,1.6156231138923083
0.728,1.7248040285716462
0.729,1.6256564202516341
0.73,1.7416085133963526
0.731,1.580372776805212
0.732,1.6572213448480353
0.733,1.3249988234055226
0.734,1.4266503799503427
0.735,1.166634244260113
0.736,1.2819456385253107
0.737,1.0870658019961967
0.738,0.9232178356760508
0.739,1.1270013899226976
0.74,1.3053807295365316
0.741,1.1619727563426696
0.742,1.460512360917456
0.743,1.3641428289579345
0.744,1.803536387333322
0.745,1.7185155056248556
0.746,1.9320806564017396
0.747,2.3874498276626253
0.748,2.497563451594859
0.749,2.7193442898350364
0.75,3.039712100622138
0.751,3.31938917433422
0.752,3.185737252671654
0.753,3.31433540353853
0.754,3.2252757505672487
0.755,3.0496401773825568
0.756,3.057390860714578
0.757,2.665861136000439
0.758,2.7635705889022724
0.759,2.256356419541097
0.76,1.9329978989838241
0.761,1.856597084858129
0.762,1.5644820519453075
0.763,1.3839586912771393
0.764,1.4274754757614234
0.765,1.2378734748786946
0.766,1.4240242977917226
0.767,1.3639692562058647
0.768,1.1975304106684792
0.769,1.4689628825171313
0.77,1.3525755817493246
0.771,1.4657041033079548
0.772,1.8357206707436802
0.773,1.8195094451531537
0.774,1.8003455034548068
0.775,1.9529808173749765
0.776,1.8178268462470257
0.777,1.8918720774553308
0.778,2.088058862416774
0.779,1.981108020218519
0.78,1.6661563437579874
0.781,1.2334586862520225
0.782,1.1798363588336813
0.783,0.8507038811860161
0.784,0.7624956931482354
0.785,0.5670066964329088
0.786,0.38321500383888085
0.787,0.4326615443217283
0.788,0.44347348584329566
0.789,0.42237665815471825
0.79,0.5498542912378849
0.791,0.6400910592001182
0.792,0.40211393776747467
0.793,0.5905771800234358
0.794,1.2440870092989815
0.795,0.9858697715249709
0.796,1.6105836031274423
0.797,1.6106020205745155
0.798,1.6905079193789005
0.799,2.0431346793085448
0.8,1.9993514655379023
0.801,1.9861772138207276
0.802,1.8330068434093236
0.803,2.1555696200785297
0.804,1.89898239607094
0.805,1.9120522337616441
0.806,1.5749702919380726
0.807,1.3670929633110693
0.808,1.4393475057085123
0.809,1.3411983607226838
0.81,1.164896776184484
0.811,0.7088599697477712
0.812,0.725364822862073
0.8130000000000001,0.5349461217893474
0.8140000000000001,0.9765461933052351
0.8150000000000001,0.5690350032942508
0.8160000000000001,0.6969334436145407
0.8170000000000001,0.7477533130027119
0.8180000000000001,0.7661091045405628
0.8190000000000001,0.8376952130597778
0.8200000000000001,1.2058498486258329
0.8210000000000001,1.4510864756604849
0.8220000000000001,1.388099541925233
0.8230000000000001,1.2528286302169092
0.8240000000000001,1.6425944842465268
0.8250000000000001,1.6313348487336436
0.8260000000000001,1.3954529217216725
0.8270000000000001,1.6202809613382416
0.8280000000000001,1.6005939195987184
0.8290000000000001,1.6151834849741336
0.8300000000000001,1.4377644350032541
0.8310000000000001,1.5760606593661908
0.8320000000000001,1.570429010108106
0.833,1.5719689974053401
0.834,1.4598188802901708
0.835,1.030504447891591
0.836,1.3491047337192148
0.837,1.236794366660363
0.838,1.1950582437848973
0.839,0.905446710567563
0.84,0.9577751953852801
0.841,1.1068158521047533
0.842,1.2841428063170177
0.843,1.3335774438397152
0.844,1.6138070487057914
0.845,1.8039002986748436
0.846,2.32031049133652
0.847,2.232404791336596
0.848,2.788452118966834
0.849,2.6533084750075937
0.85,2.7607271336067423
0.851,3.217847936041462
0.852,3.179786330609034
0.853,3.2506647048001027
0.854,3.1142731827702845
0.855,3.1287992380854215
0.856,3.1279049476226657
0.857,2.6173124765692743
0.858,2.473278566844646
0.859,2.4798941111647292
0.86,2.009567775014907
0.861,1.9394357197637604
0.862,1.5978175056053285
0.863,1.2828974505436541
0.864,1.3556726289292849
0.865,1.3701629654350391
0.866,1.4650990427437254
0.867,1.129352779272727
0.868,1.2438836475326973
0.869,1.39118433726944
0.87,1.5291557271008656
0.871,1.4170907565247148
0.872,1.8546378822164717
0.873,1.7550692675828548
0.874,2.0578375251871863
0.875,1.8902746997300444
0.876,1.9332110232711057
0.877,1.8075695291034592
0.878,1.7961879333382318
0.879,1.8937688469551686
0.88,1.6243449870359714
0.881,1.6214994293983058
0.882,1.262921662496602
0.883,0.9409804581209772
0.884,0.6942984025313967
0.885,0.7756810037776394
0.886,0.22276980024135223
0.887,0.30933440008226065
0.888,0.4445747270971603
0.889,0.3696300504020015
0.89,0.39664640316368066
0.891,0.47116449974888164
0.892,0.4348179241465006
0.893,0.8402833169768023
0.894,0.7840796125963809
0.895,1.2999128670512614
0.896,1.29654161322677
0.897,1.489718739634889
0.898,1.585666577400848
0.899,1.941029270738968
0.9,1.909358853194469
0.901,2.0705324879450027
0.902,2.0444550342375334
0.903,1.9643238423574778
0.904,1.8598075095681077
0.905,1.6638267087511065
0.906,1.4341186745224728
0.907,1.6356838669566192
0.908,1.1503378458613758
0.909,1.3748791702022312
0.91,1.0016496047971297
0.911,0.8849288402466128
0.912,0.6098196066552378
0.913,0.856044144258088
0.914,0.5816233379317797
0.915,0.528037186208479
0.916,0.8723233023431349
0.917,0.7651146101042083
0.918,0.9420751715171441
0.919,0.9970152989529526
0.92,0.8571676341546941
0.921,1.3343088514151331
0.922,1.1920399141627729
0.923,1.6474217162226055
0.924,1.7189124809810947
0.925,1.6775954184563617
0.926,1.7282181022791803
0.927,1.4200748746757585
0.928,1.698549186835028
0.929,1.7450029575563448
0.93,1.3720532061364954
0.931,1.5414047137497773
0.932,1.7260532881715867
0.933,1.1826682445404941
0.934,1.372257194154059
0.935,1.047251014409911
0.936,1.0916187799175676
0.937,1.2607393761226593
0.9380000000000001,0.9737225624039911
0.9390000000000001,1.1511903909241024
0.9400000000000001,1.4284906603022196
0.9410000000000001,1.3279410086185504
0.9420000000000001,1.454644257082524
0.9430000000000001,1.7373234617197078
0.9440000000000001,1.9531482017032662
0.9450000000000001,1.7614498621314707
0.9460000000000001,2.046772200888445
0.9470000000000001,2.1941385166883016
0.9480000000000001,2.7902663502312657
0.9490000000000001,2.9594951073969895
0.9500000000000001,3.212782823866684
0.9510000000000001,3.2518798471754295
0.9520000000000001,2.9871891633810126
0.9530000000000001,3.423332074915566
0.9540000000000001,2.9356884725383994
0.9550000000000001,3.1213703830410866
0.9560000000000001,3.1127333691682484
0.9570000000000001,2.9917104737260125
0.9580000000000001,2.4921538295705097
0.9590000000000001,2.4324585880036294
0.96,1.9351294092834286
0.961,1.9452971377416852
0.962,1.5232554912805745
0.963,1.4666284629260655
0.964,1.5915804925915453
0.965,1.0469636882469815
0.966,1.0723683424877213
0.967,1.2300566426460138
0.968,1.0982242094947818
0.969,1.583961735199833
0.97,1.5362889868767282
0.971,1.5938893299924914
0.972,1.8944874557794826
0.973,1.9605154567081036
0.974,2.0750184511817524
0.975,1.9203979190266873
0.976,1.8577905282481109
0.977,1.7377756388248167
0.978,1.6968446582191663
0.979,1.6464979132025834
0.98,1.6456818527557557
0.981,1.609433923733124
0.982,1.3702331628846214
0.983,1.1778463432465527
0.984,0.6536320328031457
0.985,0.627443336583706
0.986,0.29638642988614833
0.987,0.12416385892056986
0.988,0.01846603173202893
0.989,0.3064538452012792
0.99,0.08429889052257178
0.991,0.37567769320693156
0.992,0.8189020018640855
0.993,0.6444421461575426
0.994,0.8981675662218269
0.995,1.375525509504899
0.996,1.4700366388219939
0.997,1.3916580959643272
0.998,2.023202641559757
0.999,1.8325721127199142
1.0,1.8552916800598482
1.0010000000000001,1.8113951361417426
1.002,2.0581657855490088
1.0030000000000001,1.8284453521926372
1.004,2.0614449620908037
1.0050000000000001,1.534938102612584
1.006,1.4390500653892304
1.0070000000000001,1.444025952389268
1.008,1.0749547376740445
1.0090000000000001,1.2398803137618977
1.01,1.0412617055629754
1.0110000000000001,0.7847728518663483
1.012,0.7045199475032162
1.0130000000000001,0.5372006061758106
1.014,0.9584321520137044
1.0150000000000001,0.5606416035010527
1.016,0.9085967362077946
1.0170000000000001,0.7759940017600598
1.018,0.7113460915283687
1.0190000000000001,0.7689515802130142
1.02,0.9432495229225573
1.0210000000000001,0.9763114054644266
1.022,1.5102701152659967
1.0230000000000001,1.5766941180981822
1.024,1.4837105118564016
1.025,1.3786226112109843
1.026,1.5358472117470747
1.027,1.625113716482266
1.028,1.4914556606737124
1.029,1.6469451762904694
1.03,1.7358291862451112
1.031,1.6720941861486582
